ENSEMBL,gene_symbol,gene_name,baseMean,log2FoldChange,foldChange,lfcSE,stat,pvalue,padj
ENSG00000000003.15,TSPAN6,tetraspanin 6,2723.9800931155146,-0.10508287486519118,0.9297515319866131,0.16999038944614028,-0.6181695048030089,0.5364636097019324,1
ENSG00000000005.6,TNMD,tenomodulin,4.14008420394972,-3.1630836475931443,0.11163925850181376,1.4917529014807662,NA,NA,NA
ENSG00000000419.13,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",490.0575965189745,-0.019531782266789862,0.986552832149513,0.1275340995969213,-0.15314948965430547,0.8782803890734489,1
ENSG00000000457.14,SCYL3,SCY1 like pseudokinase 3,462.26254628717385,-0.05683279390535867,0.9613723434804285,0.1358658010658125,-0.41830095181810495,0.6757270938235385,1
ENSG00000000460.17,C1orf112,chromosome 1 open reading frame 112,82.102227759753,-0.1654025042709994,0.8916797107996118,0.4029476468452832,-0.41048137534975543,0.6814528631004093,1
ENSG00000000938.13,FGR,"FGR proto-oncogene, Src family tyrosine kinase",103.07186819094254,0.3956999824798787,1.315580913243659,0.39979333846666965,0.9897613201798453,0.32229079489486256,1
ENSG00000000971.16,CFH,complement factor H,72088.45874769754,-0.3999055473907866,0.7579079015275995,0.17463972039840103,-2.289888843606097,0.02202776112969524,0.8025949595713124
ENSG00000001036.14,FUCA2,alpha-L-fucosidase 2,1320.9195127405817,-0.10490953307612229,0.92986324962052,0.16046293353821928,-0.6537929399822097,0.5132452156075507,1
ENSG00000001084.13,GCLC,glutamate-cysteine ligase catalytic subunit,3675.371161703426,-0.1163754921366302,0.9225023605021764,0.18259331105056378,-0.6373480576427221,0.5238981540664271,1
ENSG00000001167.14,NFYA,nuclear transcription factor Y subunit alpha,350.3767259280663,-0.04294409196606944,0.9706720850068782,0.14671831393389262,-0.292697556389715,0.7697533378556429,1
ENSG00000001460.18,STPG1,sperm tail PG-rich repeat containing 1,38.33299342178479,-0.47810399429433903,0.7179205033302232,0.3702409936293237,-1.2913318690285418,0.19658862435028443,1
ENSG00000001461.17,NIPAL3,NIPA like domain containing 3,336.30248033320856,0.011722288791570154,1.00815837103048,0.18578951156653495,0.063094459384334875,0.949691286281051,1
ENSG00000001497.18,LAS1L,LAS1 like ribosome biogenesis factor,516.7513765801673,0.07561308679249727,1.0538087667362979,0.15361078259398847,0.4922381457579813,0.622551000978276,1
ENSG00000001561.7,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,369.727093314698,-0.2530067381207014,0.839145717859454,0.20086582357330493,-1.2595808167852303,0.2078206193075483,1
ENSG00000001617.12,SEMA3F,semaphorin 3F,117.65975978200098,0.14509835977102153,1.1058060421712472,0.3132080915300477,0.46326504229888804,0.6431743997546071,1
ENSG00000001626.16,CFTR,CF transmembrane conductance regulator,352.7721269449471,0.3959027722661782,1.3157658484626358,0.6318270577849282,0.6265999016473621,0.5309215328147217,1
ENSG00000001629.10,ANKIB1,ankyrin repeat and IBR domain containing 1,862.6941304215113,-0.03644048349870981,0.9750577115571398,0.22314947308727998,-0.16330078218225022,0.870281618077473,1
ENSG00000001630.17,CYP51A1,cytochrome P450 family 51 subfamily A member 1,6866.56586392946,-0.15825861459275323,0.896106051014244,0.2927299074351093,-0.5406301528238453,0.5887625303164464,1
ENSG00000001631.16,KRIT1,KRIT1 ankyrin repeat containing,461.8214725072345,-0.43921660487437775,0.7375349874201124,0.21840740913506895,-2.0109968183485685,0.04432579278326541,0.9462694625603111
ENSG00000002016.18,RAD52,"RAD52 homolog, DNA repair protein",107.02400085944349,0.1707450154489929,1.1256396209563286,0.314061287457606,0.5436678198424604,0.5866700807795693,1
ENSG00000002330.14,BAD,BCL2 associated agonist of cell death,776.7718407508187,-0.06550603867831181,0.9556100696985281,0.14883641137002146,-0.44012105690628067,0.6598494317993997,1
ENSG00000002549.13,LAP3,leucine aminopeptidase 3,4203.43924732678,0.03829781897900963,1.0269015095695597,0.1357557742004083,0.28210821384637974,0.7778605351884785,1
