ENSEMBL,gene_symbol,gene_name,baseMean,log2FoldChange,foldChange,lfcSE,stat,pvalue,padj
ENSG00000000003.15,TSPAN6,tetraspanin 6,2889.2913185591588,0.08092370198413507,1.0576950251397468,0.12566552192858957,0.643961054250987,0.5196006889594791,1
ENSG00000000005.6,TNMD,tenomodulin,4.768157387451489,2.683879275201487,6.425814239077063,1.108118237699434,NA,NA,NA
ENSG00000000419.13,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",465.83601869084134,-0.08097809081659589,0.9454164740092474,0.1379868121723318,-0.5868538416226495,0.5573018725123222,1
ENSG00000000457.14,SCYL3,SCY1 like pseudokinase 3,462.9791841760964,0.16594101903478212,1.1218976136252274,0.1322477981907252,1.2547733974025428,0.2095610324031611,1
ENSG00000000460.17,C1orf112,chromosome 1 open reading frame 112,81.73549575589674,-0.10454243002077822,0.9300998894259311,0.3974701623963617,-0.26301956702985757,0.7925354976338237,1
ENSG00000000938.13,FGR,"FGR proto-oncogene, Src family tyrosine kinase",79.7905879801332,0.08916012802010606,1.0637507344664978,0.2922315958380403,0.30510091752542773,0.7602892924139023,1
ENSG00000000971.16,CFH,complement factor H,72343.60750811771,-0.11378068443269927,0.9241630511572401,0.12064272842055007,-0.9431209482934577,0.34561904190371145,1
ENSG00000001036.14,FUCA2,alpha-L-fucosidase 2,1255.333994030809,0.008241006607354481,1.0057285763925006,0.15080365451434316,0.054647260597856843,0.956419486473199,1
ENSG00000001084.13,GCLC,glutamate-cysteine ligase catalytic subunit,3979.9750491124278,-0.01678790402938465,0.9884309537352247,0.17166317197075331,-0.09779560657451238,0.9220945961074374,1
ENSG00000001167.14,NFYA,nuclear transcription factor Y subunit alpha,332.32100007197437,0.19906234489663074,1.1479520205990872,0.14453463621795942,1.3772639562771867,0.16843065464350912,1
ENSG00000001460.18,STPG1,sperm tail PG-rich repeat containing 1,30.42039398893036,0.2708879689000104,1.2065502225822642,0.44372491194288843,0.6104862756384438,0.541539732089248,1
ENSG00000001461.17,NIPAL3,NIPA like domain containing 3,294.6047048585004,0.26400712889879013,1.2008093611212225,0.19099253558646243,1.3822902978282832,0.16688258380995763,1
ENSG00000001497.18,LAS1L,LAS1 like ribosome biogenesis factor,518.2246995053324,-0.06331639896247407,0.9570615410072629,0.1396932940421378,-0.4532529596114685,0.6503666013273137,1
ENSG00000001561.7,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,321.9978392684459,-0.3195197151277919,0.8013366046399074,0.19356044299175346,-1.6507490383322014,0.09878983001692823,1
ENSG00000001617.12,SEMA3F,semaphorin 3F,101.13303179778629,0.22037345809683362,1.165035130093904,0.29283636016666903,0.7525481397576693,0.4517214914192778,1
ENSG00000001626.16,CFTR,CF transmembrane conductance regulator,87.32273903854814,-0.05002631802183393,0.9659187082213686,0.5717071373492584,-0.08750339947439319,0.9302713834083497,1
ENSG00000001629.10,ANKIB1,ankyrin repeat and IBR domain containing 1,813.8442946111128,-0.2622443357258701,0.8337898207059191,0.2232596659214185,-1.1746158207464719,0.24014845091260897,1
ENSG00000001630.17,CYP51A1,cytochrome P450 family 51 subfamily A member 1,7240.709734431237,0.08325246931609298,1.0594037124119358,0.22047215691120967,0.3776099008711612,0.7057204085254458,1
ENSG00000001631.16,KRIT1,KRIT1 ankyrin repeat containing,437.6383190107778,-0.06842182749138474,0.9536806644843805,0.23648772780062433,-0.2893250661576364,0.772332632156431,1
ENSG00000002016.18,RAD52,"RAD52 homolog, DNA repair protein",109.64975206680882,-0.4374483660218386,0.73843950120697,0.3253911148478104,-1.3443771082269373,0.17882647246888891,1
ENSG00000002330.14,BAD,BCL2 associated agonist of cell death,797.4780921322653,0.08743459056414452,1.0624791944525038,0.13625745978107182,0.6416866328245646,0.5210766701402956,1
ENSG00000002549.13,LAP3,leucine aminopeptidase 3,4277.300261678062,-0.14689497232354976,0.9031922598279073,0.13254570749812536,-1.108258993039268,0.26774997980667675,1
ENSG00000002586.20,CD99,CD99 molecule (Xg blood group),2382.53620972872,0.15681920089205484,1.1148264994792074,0.11796140752096998,1.3294110691598615,0.18371238790100866,1
ENSG00000002587.10,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1,13.402249938826381,-0.5146791863075593,0.6999485638295964,0.9387900568588298,NA,NA,NA
ENSG00000002726.21,AOC1,amine oxidase copper containing 1,221.78107403715785,0.6327639189575921,1.5505326644595634,1.4505555369801293,0.4362217804324304,0.662675826821375,1
